PlayerID,Player,Team,Position,Cost,Selection,Form,Points,Goals,Assists,Minutes,ICT Index,Bonus,Clean Sheets,Dream Team,Goals Conceded,PPG,Saves,Yellow
NelsonARSMID,Nelson,ARS,MID,5.5,0.002,1.5,3,0,0,115,9.7,0,1,0,1,1.5,0,1
HeatonAVLGKP,Heaton,AVL,GKP,4.5,0.066,1.5,3,0,0,180,3.6,0,0,0,5,1.5,5,0
TrézéguetAVLMID,Trézéguet,AVL,MID,5.5,0.028,1.5,3,0,0,144,14.1,0,0,0,2,1.5,0,0
AkéBOUDEF,Aké,BOU,DEF,5,0.162,1.5,3,0,0,180,9.9,0,0,0,2,1.5,0,1
Adam SmithBOUDEF,Adam Smith,BOU,DEF,4.5,0.014,1.5,3,0,0,180,3.1,0,0,0,2,1.5,0,1
FraserBOUMID,Fraser,BOU,MID,7.4,0.136,1.5,3,0,0,180,10.8,0,0,0,2,1.5,0,1
PulisicCHEMID,Pulisic,CHE,MID,7.5,0.085,1.5,3,0,0,102,4,0,0,0,4,1.5,0,0
KovacicCHEMID,Kovacic,CHE,MID,5.5,0.012,1.5,3,0,0,109,4.7,0,0,0,4,1.5,0,0
GiroudCHEFWD,Giroud,CHE,FWD,7,0.025,1.5,3,0,0,85,6.7,0,1,0,2,1.5,0,0
ZahaCRYMID,Zaha,CRY,MID,7,0.166,1.5,3,0,0,115,8.4,0,0,0,1,1.5,0,0
André GomesEVEMID,André Gomes,EVE,MID,5.4,0.009,1.5,3,0,0,135,5.4,0,1,0,0,1.5,0,1
FabinhoLIVMID,Fabinho,LIV,MID,5.5,0.012,1.5,3,0,0,106,4.9,0,0,0,2,1.5,0,0
HendersonLIVMID,Henderson,LIV,MID,5.5,0.01,1.5,3,0,0,91,6.2,0,0,0,1,1.5,0,0
GündoganMCIMID,Gündogan,MCI,MID,5.5,0.025,1.5,3,0,0,101,7.1,0,0,0,2,1.5,0,0
RitchieNEWDEF,Ritchie,NEW,DEF,5.5,0.005,1.5,3,0,0,180,10.7,0,0,0,4,1.5,0,0
SchärNEWDEF,Schär,NEW,DEF,5,0.016,1.5,3,0,0,180,7.3,0,0,0,4,1.5,0,0
LascellesNEWDEF,Lascelles,NEW,DEF,4.5,0.068,1.5,3,0,0,180,5.3,0,0,0,4,1.5,0,0
AlmirónNEWMID,Almirón,NEW,MID,6,0.008,1.5,3,0,0,180,4.7,0,0,0,4,1.5,0,1
JoelintonNEWFWD,Joelinton,NEW,FWD,6,0.021,1.5,3,0,0,156,2.6,0,0,0,3,1.5,0,1
TownsendCRYMID,Townsend,CRY,MID,6,0.033,2.5,5,0,0,159,5.6,0,1,0,1,2.5,0,0
McArthurCRYMID,McArthur,CRY,MID,5.5,0.016,2.5,5,0,0,171,4.6,0,1,0,1,2.5,0,0
ChoudhuryLEIMID,Choudhury,LEI,MID,4.5,0.01,2.5,5,0,0,132,5.8,0,1,0,1,2.5,0,0
PérezLEIMID,Pérez,LEI,MID,6.5,0.134,2.5,5,0,0,154,6.9,0,1,0,1,2.5,0,0
TielemansLEIMID,Tielemans,LEI,MID,6.5,0.053,2.5,5,0,0,180,11.6,0,1,0,1,2.5,0,0
RodrigoMCIMID,Rodrigo,MCI,MID,5.5,0.017,2.5,5,0,0,167,7,0,1,0,2,2.5,0,0
McTominayMUNMID,McTominay,MUN,MID,5,0.008,2.5,5,0,0,180,3.7,0,1,0,1,2.5,0,0
LongstaffNEWMID,Longstaff,NEW,MID,5,0.007,2.5,5,0,1,82,3.6,0,0,0,2,2.5,0,1
TrybullNORMID,Trybull,NOR,MID,4.5,0.011,2.5,5,0,0,155,4.6,0,1,0,4,2.5,0,0
NorwoodSHUMID,Norwood,SHU,MID,5,0.004,2.5,5,0,0,180,12.6,0,1,0,1,2.5,0,0
DendonckerWOLMID,Dendoncker,WOL,MID,4.5,0.158,2.5,5,0,0,180,7.3,0,1,0,1,2.5,0,0
El GhaziAVLMID,El Ghazi,AVL,MID,5.5,0.004,2,4,0,0,164,7,0,0,0,5,2,0,0
WesleyAVLFWD,Wesley,AVL,FWD,6,0.011,2,4,0,0,163,7.1,0,0,0,3,2,0,0
Steve CookBOUDEF,Steve Cook,BOU,DEF,5,0.002,2,4,0,0,180,4.7,0,0,0,2,2,0,0
LermaBOUMID,Lerma,BOU,MID,5,0.002,2,4,0,0,180,3.6,0,0,0,2,2,0,0
MurrayBHAFWD,Murray,BHA,FWD,6,0.03,2,4,0,0,136,3.2,0,1,0,1,2,0,0
WoodBURFWD,Wood,BUR,FWD,6.4,0.011,2,4,0,0,150,3,0,1,0,1,2,0,0
PedroCHEMID,Pedro,CHE,MID,7,0.041,2,4,0,0,180,14.2,0,0,0,5,2,0,0
MilivojevicCRYMID,Milivojevic,CRY,MID,7,0.07,2,4,0,0,180,5.4,0,1,0,1,2,0,1
MeyerCRYMID,Meyer,CRY,MID,5.5,0.002,2,4,0,0,154,7.9,0,1,0,1,2,0,1
BentekeCRYFWD,Benteke,CRY,FWD,6,0.011,2,4,0,0,172,7.2,0,1,0,1,2,0,0
GbaminEVEMID,Gbamin,EVE,MID,5,0.001,2,4,0,0,135,2.6,0,1,0,0,2,0,0
Calvert-LewinEVEFWD,Calvert-Lewin,EVE,FWD,6,0.017,2,4,0,0,139,2.6,0,2,0,0,2,0,0
VardyLEIFWD,Vardy,LEI,FWD,9,0.084,2,4,0,0,180,2.5,0,1,0,1,2,0,0
AdriánLIVGKP,Adrián,LIV,GKP,4.5,0.032,2,4,0,0,141,2.3,0,0,0,2,2,5,0
RobertsonLIVDEF,Robertson,LIV,DEF,7,0.281,2,4,0,0,180,10.7,0,0,0,2,2,0,0
WijnaldumLIVMID,Wijnaldum,LIV,MID,5.5,0.026,2,4,0,0,180,2.8,0,0,0,2,2,0,0
David SilvaMCIMID,David Silva,MCI,MID,7.5,0.042,2,4,0,0,91,5.8,0,1,0,0,2,0,0
LingardMUNMID,Lingard,MUN,MID,6.5,0.017,2,4,0,0,165,2.7,0,1,0,1,2,0,1
DubravkaNEWGKP,Dubravka,NEW,GKP,5,0.01,2,4,0,0,180,5,0,0,0,4,2,6,0
LowtonBURDEF,Lowton,BUR,DEF,4.5,0.004,3.5,7,0,0,180,5.9,0,1,0,2,3.5,0,0
MilnerLIVMID,Milner,LIV,MID,5.5,0.009,3.5,7,0,1,77,6.3,0,1,0,0,3.5,0,0
LaporteMCIDEF,Laporte,MCI,DEF,6.5,0.085,3.5,7,0,0,180,5.9,0,1,0,2,3.5,0,0
ZinchenkoMCIDEF,Zinchenko,MCI,DEF,5.5,0.113,3.5,7,0,0,180,9.2,0,1,0,2,3.5,0,0
JesusMCIFWD,Jesus,MCI,FWD,9.5,0.029,3.5,7,1,0,92,12.7,0,1,0,0,3.5,0,0
LindelöfMUNDEF,Lindelöf,MUN,DEF,5.5,0.013,3.5,7,0,0,180,3.8,0,1,0,1,3.5,0,1
JamesMUNMID,James,MUN,MID,6,0.027,3.5,7,1,0,104,8,0,0,0,1,3.5,0,1
PereiraMUNMID,Pereira,MUN,MID,5,0.011,3.5,7,0,1,74,4.6,0,1,0,0,3.5,0,0
BaldockSHUDEF,Baldock,SHU,DEF,4.5,0.002,3.5,7,0,0,180,3.4,0,1,0,1,3.5,0,1
SissokoTOTMID,Sissoko,TOT,MID,5,0.027,3.5,7,0,1,180,9.8,0,0,0,3,3.5,0,0
DohertyWOLDEF,Doherty,WOL,DEF,6,0.037,3.5,7,0,0,135,0.3,0,1,0,1,3.5,0,0
JonnyWOLDEF,Jonny,WOL,DEF,5.5,0.012,3.5,7,0,0,180,6.7,0,1,0,1,3.5,0,1
BennettWOLDEF,Bennett,WOL,DEF,5,0.007,3.5,7,0,0,180,3.5,0,1,0,1,3.5,0,1
ChambersARSDEF,Chambers,ARS,DEF,4.5,0.011,3,6,0,0,90,1.3,0,1,0,0,6,0,0
RamsdaleBOUGKP,Ramsdale,BOU,GKP,4.5,0.002,3,6,0,0,180,5,0,0,0,2,3,8,0
RicharlisonEVEMID,Richarlison,EVE,MID,8,0.084,3,6,0,0,152,9.4,0,2,0,0,3,0,0
SigurdssonEVEMID,Sigurdsson,EVE,MID,8,0.113,3,6,0,0,168,9.9,0,2,0,0,3,0,0
ChilwellLEIDEF,Chilwell,LEI,DEF,5.5,0.051,3,6,0,0,90,3.1,0,1,0,0,6,0,0
Alexander-ArnoldLIVDEF,Alexander-Arnold,LIV,DEF,7,0.234,3,6,0,1,180,12.7,0,0,0,2,3,0,1
StonesMCIDEF,Stones,MCI,DEF,5.5,0.033,3,6,0,0,90,2,0,1,0,0,6,0,0
LewisNORDEF,Lewis,NOR,DEF,4.5,0.003,3,6,0,0,179,7.8,0,1,0,4,3,0,0
BuendíaNORMID,Buendía,NOR,MID,6,0.008,3,6,0,1,180,18.5,0,0,0,5,3,0,1
LlorisTOTGKP,Lloris,TOT,GKP,5.5,0.089,3,6,0,0,180,7.8,0,0,0,3,3,11,0
GuendouziARSMID,Guendouzi,ARS,MID,4.5,0.07,2.5,5,0,0,180,7.8,0,1,0,1,2.5,0,0
WillockARSMID,Willock,ARS,MID,5,0.003,2.5,5,0,0,153,7.7,0,1,0,1,2.5,0,0
El MohamadyAVLDEF,El Mohamady,AVL,DEF,4.5,0.019,2.5,5,0,0,180,12.3,3,0,0,5,2.5,0,0
MarchBHAMID,March,BHA,MID,5,0.005,2.5,5,0,0,180,9,0,1,0,1,2.5,0,0
StephensBHAMID,Stephens,BHA,MID,4.5,0.036,2.5,5,0,0,180,6.6,0,1,0,1,2.5,0,0
WestwoodBURMID,Westwood,BUR,MID,5.5,0.007,2.5,5,0,0,180,5.7,0,1,0,2,2.5,0,0
CorkBURMID,Cork,BUR,MID,5,0.003,2.5,5,0,0,180,5,0,1,0,2,2.5,0,0
GrealishAVLMID,Grealish,AVL,MID,6,0.058,4,8,0,1,180,16.4,1,0,0,5,4,0,0
WilsonBOUMID,Wilson,BOU,MID,6,0.012,4,8,1,0,75,7.8,1,0,0,1,8,0,0
KingBOUFWD,King,BOU,FWD,6.5,0.175,4,8,1,0,180,11.1,0,0,0,2,4,0,0
DuffyBHADEF,Duffy,BHA,DEF,5,0.029,4,8,0,0,180,3.8,0,1,0,1,4,0,0
MontoyaBHADEF,Montoya,BHA,DEF,4.5,0.009,4,8,0,0,180,7.5,0,1,0,1,4,0,0
BurnBHADEF,Burn,BHA,DEF,4.5,0.002,4,8,0,0,180,7.5,0,1,0,1,4,0,0
PröpperBHAMID,Pröpper,BHA,MID,5,0.011,4,8,0,1,180,9.8,0,1,0,1,4,0,0
McNeilBURMID,McNeil,BUR,MID,6,0.004,4,8,0,1,173,8.4,0,1,0,2,4,0,0
GuaitaCRYGKP,Guaita,CRY,GKP,5,0.005,4,8,0,0,180,3.8,0,1,0,1,4,4,0
van AanholtCRYDEF,van Aanholt,CRY,DEF,5.5,0.06,4,8,0,0,180,4.4,0,1,0,1,4,0,0
WardCRYDEF,Ward,CRY,DEF,4.5,0.006,4,8,0,0,180,6.3,0,1,0,1,4,0,0
DannCRYDEF,Dann,CRY,DEF,4.5,0.003,4,8,0,0,180,7.5,0,1,0,1,4,0,0
KellyCRYDEF,Kelly,CRY,DEF,4,0.262,4,8,0,0,180,4.6,0,1,0,1,4,0,0
SöyüncüLEIDEF,Söyüncü,LEI,DEF,4.5,0.008,4,8,0,0,180,5,0,1,0,1,4,0,0
MaddisonLEIMID,Maddison,LEI,MID,7,0.097,4,8,0,1,180,15.5,0,1,0,1,4,0,0
EdersonMCIGKP,Ederson,MCI,GKP,6.1,0.23,4,8,0,0,180,3.4,0,1,0,2,4,3,0
MaguireMUNDEF,Maguire,MUN,DEF,5.5,0.193,4,8,0,0,180,9.2,0,1,0,1,4,0,0
ShawMUNDEF,Shaw,MUN,DEF,5.5,0.02,4,8,0,0,180,6.7,0,1,0,1,4,0,0
O'ConnellSHUDEF,O'Connell,SHU,DEF,4.5,0.004,4,8,0,0,180,9.9,0,1,0,1,4,0,0
EganSHUDEF,Egan,SHU,DEF,4.5,0.002,4,8,0,0,180,3.4,0,1,0,1,4,0,0
BashamSHUDEF,Basham,SHU,DEF,4.5,0.002,4,8,0,0,171,5.7,0,1,0,1,4,0,0
SharpSHUFWD,Sharp,SHU,FWD,6,0.013,4,8,1,0,8,6.8,3,0,0,0,8,0,0
IngsSOUFWD,Ings,SOU,FWD,6,0.02,4,8,1,0,91,10.5,1,0,0,2,4,0,0
CoadyWOLDEF,Coady,WOL,DEF,5,0.016,4,8,0,0,180,2.4,0,1,0,1,4,0,0
MingsAVLDEF,Mings,AVL,DEF,4.5,0.023,3.5,7,0,1,180,12.5,2,0,0,5,3.5,0,0
TrossardBHAMID,Trossard,BHA,MID,6,0.008,3.5,7,1,0,84,6.9,0,0,0,1,7,0,0
AndoneBHAFWD,Andone,BHA,FWD,5,0.021,3.5,7,1,0,42,7.5,1,0,0,0,3.5,0,0
MaupayBHAFWD,Maupay,BHA,FWD,6,0.008,3.5,7,1,0,49,2,1,0,0,0,3.5,0,0
MeeBURDEF,Mee,BUR,DEF,5,0.009,3.5,7,0,0,180,9.6,0,1,0,2,3.5,0,0
TarkowskiBURDEF,Tarkowski,BUR,DEF,5,0.017,3.5,7,0,0,180,9.2,0,1,0,2,3.5,0,0
RyanBHAGKP,Ryan,BHA,GKP,4.5,0.156,5.5,11,0,0,180,4.4,2,1,0,1,5.5,5,0
PopeBURGKP,Pope,BUR,GKP,4.5,0.083,5.5,11,0,0,180,10.2,1,1,0,2,5.5,10,0
GudmundssonBURMID,Gudmundsson,BUR,MID,6,0.018,5.5,11,1,0,161,18.7,1,1,0,2,5.5,0,0
ColemanEVEDEF,Coleman,EVE,DEF,5.5,0.037,5.5,11,0,0,180,5.4,0,2,0,0,5.5,0,1
PereiraLEIDEF,Pereira,LEI,DEF,6,0.058,5.5,11,0,0,180,8.8,3,1,0,1,5.5,0,0
AgüeroMCIFWD,Agüero,MCI,FWD,12,0.164,5.5,11,2,0,86,14.4,0,0,0,2,5.5,0,0
HendersonSHUGKP,Henderson,SHU,GKP,4.5,0.017,5.5,11,0,0,180,3.6,2,1,1,1,5.5,6,0
Lucas MouraTOTMID,Lucas Moura,TOT,MID,7.5,0.104,5.5,11,1,1,124,19.7,0,0,0,1,5.5,0,0
BolyWOLDEF,Boly,WOL,DEF,5,0.071,5.5,11,0,0,180,4.5,3,1,0,1,5.5,0,0
MoutinhoWOLMID,Moutinho,WOL,MID,5.5,0.063,5.5,11,0,1,180,12.7,3,1,0,1,5.5,0,0
LenoARSGKP,Leno,ARS,GKP,5,0.07,5,10,0,0,180,4.4,1,1,0,1,5,5,0
SokratisARSDEF,Sokratis,ARS,DEF,5,0.02,5,10,0,0,180,5.8,2,1,0,1,5,0,0
Douglas LuizAVLMID,Douglas Luiz,AVL,MID,4.5,0.015,5,10,1,0,98,9.7,2,0,0,4,5,0,0
MephamBOUDEF,Mepham,BOU,DEF,4.5,0.017,5,10,1,0,90,11.7,2,0,1,1,10,0,0
WilsonBOUFWD,Wilson,BOU,FWD,8,0.155,5,10,0,2,179,13,0,0,0,2,5,0,0
EvansLEIDEF,Evans,LEI,DEF,5,0.01,5,10,0,0,180,5.4,2,1,0,1,5,0,0
van DijkLIVDEF,van Dijk,LIV,DEF,6.5,0.522,5,10,1,0,180,10.8,0,0,0,2,5,0,0
LanziniWHUMID,Lanzini,WHU,MID,6.5,0.015,5,10,0,1,180,12.8,3,0,0,6,5,0,0
MonrealARSDEF,Monreal,ARS,DEF,5,0.013,4.5,9,0,0,180,8.5,1,1,0,1,4.5,0,0
McGinnAVLMID,McGinn,AVL,MID,5.6,0.054,4.5,9,1,0,180,17.4,0,0,0,5,4.5,0,0
GroßBHAMID,Groß,BHA,MID,6.5,0.014,4.5,9,0,1,156,13.9,1,1,0,1,4.5,0,0
SchmeichelLEIGKP,Schmeichel,LEI,GKP,5,0.063,4.5,9,0,0,180,5.3,0,1,0,1,4.5,6,0
WalkerMCIDEF,Walker,MCI,DEF,6,0.201,4.5,9,0,1,180,12.5,0,1,0,2,4.5,0,1
Wan-BissakaMUNDEF,Wan-Bissaka,MUN,DEF,5.5,0.363,4.5,9,0,0,180,9.3,2,1,0,1,4.5,0,1
PogbaMUNMID,Pogba,MUN,MID,8.6,0.106,4.5,9,0,2,180,15.9,0,1,0,1,4.5,0,0
ShelveyNEWMID,Shelvey,NEW,MID,5,0.004,4.5,9,1,0,143,14.5,1,0,0,3,4.5,0,0
StevensSHUDEF,Stevens,SHU,DEF,5,0.004,4.5,9,0,0,180,6.5,1,1,1,1,4.5,0,0
ChicharitoWHUFWD,Chicharito,WHU,FWD,6,0.014,4.5,9,1,0,106,7.7,2,0,1,4,4.5,0,0
NevesWOLMID,Neves,WOL,MID,5.5,0.081,4.5,9,1,0,170,7.7,1,1,0,1,4.5,0,2
LacazetteARSFWD,Lacazette,ARS,FWD,9.5,0.034,4,8,1,0,70,10.6,2,0,0,1,8,0,0
SterlingMCIMID,Sterling,MCI,MID,12.1,0.408,13,26,4,0,180,38.7,3,1,1,2,13,0,2
PukkiNORFWD,Pukki,NOR,FWD,6.7,0.152,12,24,4,0,172,34,4,0,1,5,12,0,0
RashfordMUNFWD,Rashford,MUN,FWD,8.6,0.25,9.5,19,2,1,173,18.4,4,1,1,1,9.5,0,0
BarnesBURFWD,Barnes,BUR,FWD,6.6,0.056,9,18,3,0,173,28.5,3,1,1,2,9,0,1
De BruyneMCIMID,De Bruyne,MCI,MID,9.6,0.201,9,18,0,3,168,32.7,4,1,1,2,9,0,0
DigneEVEDEF,Digne,EVE,DEF,6,0.242,8.5,17,0,1,162,13.8,2,2,1,0,8.5,0,0
LundstramSHUDEF,Lundstram,SHU,DEF,4,0.115,8.5,17,1,0,167,12.9,4,1,1,1,8.5,0,1
MinaEVEDEF,Mina,EVE,DEF,5.5,0.035,8,16,0,0,180,4.1,4,2,0,0,8,0,0
PietersBURDEF,Pieters,BUR,DEF,4.5,0.047,7.5,15,0,2,180,10.6,2,1,1,2,7.5,0,0
SalahLIVMID,Salah,LIV,MID,12.5,0.421,7.5,15,1,1,168,17.7,2,1,1,1,7.5,0,0
MahrezMCIMID,Mahrez,MCI,MID,8.5,0.04,7.5,15,0,3,100,15,2,1,1,0,7.5,0,0
KaneTOTFWD,Kane,TOT,FWD,11,0.301,7.5,15,2,0,180,18.9,3,0,1,3,7.5,0,0
PatrícioWOLGKP,Patrício,WOL,GKP,5,0.05,7.5,15,0,0,180,3.8,2,1,0,1,7.5,2,0
Maitland-NilesARSDEF,Maitland-Niles,ARS,DEF,5,0.052,7,14,0,1,180,9.3,3,1,1,1,7,0,0
DunkBHADEF,Dunk,BHA,DEF,4.5,0.112,7,14,0,1,180,7.3,4,1,1,1,7,0,1
KeaneEVEDEF,Keane,EVE,DEF,5.5,0.035,7,14,0,0,180,5.6,2,2,0,0,7,0,0
ManéLIVMID,Mané,LIV,MID,11.5,0.167,7,14,1,1,106,17.2,3,0,1,1,7,0,0
MartialMUNMID,Martial,MUN,MID,7.6,0.119,7,14,2,0,180,20.1,0,1,0,1,7,0,1
NdombeleTOTMID,Ndombele,TOT,MID,6.1,0.103,7,14,1,1,180,13,2,0,0,3,7,0,0
PickfordEVEGKP,Pickford,EVE,GKP,5.5,0.119,6.5,13,0,0,180,3.7,1,2,0,0,6.5,4,0
BernardEVEMID,Bernard,EVE,MID,6.5,0.013,6.5,13,1,0,180,16.5,3,2,1,0,6.5,0,1
NdidiLEIMID,Ndidi,LEI,MID,5,0.019,6.5,13,1,0,180,10.9,3,1,0,1,6.5,0,0
FirminoLIVFWD,Firmino,LIV,FWD,9.5,0.113,6.5,13,1,1,175,18.1,2,0,0,2,6.5,0,0
OrigiLIVFWD,Origi,LIV,FWD,5.6,0.072,6.5,13,1,1,84,9.4,3,0,0,2,6.5,0,0
LamelaTOTMID,Lamela,TOT,MID,6,0.014,6.5,13,1,1,171,17.1,2,0,1,3,6.5,0,1
CeballosARSMID,Ceballos,ARS,MID,5.6,0.085,6,12,0,2,108,12.2,3,0,1,1,6,0,0
AubameyangARSFWD,Aubameyang,ARS,FWD,11,0.278,6,12,2,0,180,21.6,1,1,0,1,6,0,1
MountCHEMID,Mount,CHE,MID,6,0.032,6,12,1,0,180,24.7,3,0,0,5,6,0,0
de GeaMUNGKP,de Gea,MUN,GKP,5.6,0.205,6,12,0,0,180,5.6,2,1,1,1,6,8,0
CantwellNORMID,Cantwell,NOR,MID,4.5,0.031,6,12,0,2,180,19.8,2,0,0,5,6,0,0
